,Item_Weight,Item_Type,Item_Price,Outlet_Size,Item_Sold
6184,,Fruits and Vegetables,177.7712,Medium,4921.5936
6185,9.6,Snack Foods,244.117,High,5346.374
6186,,Frozen Foods,107.8254,Medium,2387.5588
6187,16.7,Frozen Foods,114.7176,,2404.8696
6188,9.3,Canned,144.9786,Medium,1011.3502
6189,8.1,Fruits and Vegetables,210.9902,Small,6371.706
6190,19.1,Household,172.4422,,1551.9798
6191,8.88,Household,208.527,Medium,3145.905
6192,6.825,Canned,153.7998,,922.7988
6193,11.5,Frozen Foods,194.782,Small,3475.4759999999997
6194,7.075,Frozen Foods,98.8068,,2527.3768
6195,20.7,Household,151.7366,,604.5464
6196,7.895,Breakfast,56.7588,Medium,343.5528
6197,6.86,Household,229.601,Medium,2526.7110000000002
6198,9.6,Snack Foods,187.1872,High,3214.4824
6199,12.1,Household,172.1106,Small,3422.212
6200,11.1,Fruits and Vegetables,151.8366,High,1057.9562
6201,9.5,Hard Drinks,190.9872,,3025.3952
6202,21.0,Snack Foods,193.0478,Medium,1549.9824
6203,5.46,Fruits and Vegetables,144.9786,Small,2022.7004
6204,,Fruits and Vegetables,225.3062,Small,677.1186
6205,17.6,Health and Hygiene,236.259,High,4727.18
6206,20.35,Household,75.8328,,154.4656
6207,7.39,Household,249.5066,Medium,4267.1122
6208,,Starchy Foods,92.9804,Small,183.7608
6209,9.195,Snack Foods,160.2578,High,4492.8184
6210,17.1,Household,166.2842,Small,4807.7418
6211,13.0,Canned,59.322,Medium,539.298
6212,15.5,Baking Goods,107.2938,Medium,2143.876
6213,8.695,Household,94.8094,Medium,1428.141
6214,,Snack Foods,107.8254,Medium,1410.8302
6215,7.5,Household,55.3588,Small,1030.6584
6216,7.485,Snack Foods,112.1228,Medium,1105.228
6217,9.8,Others,194.3478,,4649.9472
6218,11.395,Health and Hygiene,150.8708,,4363.6532
6219,20.7,Household,76.7354,Small,2482.7682
6220,16.2,Frozen Foods,96.3726,Medium,2740.4328
6221,,Starchy Foods,225.9062,Small,451.4124
6222,13.15,Soft Drinks,144.2812,Small,1282.3308
6223,21.25,Meat,182.3608,Small,551.2824
6224,13.15,Breads,84.3566,,761.0094
6225,19.6,Household,89.2514,,1416.8224
6226,12.6,Snack Foods,208.7612,,5226.53
6227,12.8,Dairy,181.7608,,4961.5416
6228,7.285,Dairy,155.1288,,1414.1592
6229,13.1,Others,190.253,,4174.566
6230,8.63,Snack Foods,114.6518,,2846.295
6231,10.195,Frozen Foods,141.5838,,1685.8056
6232,16.85,Snack Foods,110.0544,Medium,2572.6512
6233,9.3,Baking Goods,193.0136,Medium,4860.34
6234,15.85,Frozen Foods,36.7506,Medium,531.3084
6235,5.485,Health and Hygiene,163.7842,,1657.842
6236,18.25,Fruits and Vegetables,162.8894,High,3397.5774
6237,12.6,Snack Foods,208.9612,High,4181.224
6238,,Soft Drinks,197.8768,Small,197.0768
6239,12.85,Frozen Foods,38.1164,,656.4788
6240,6.13,Dairy,59.4536,Small,2021.3688
6241,,Fruits and Vegetables,159.1578,Small,160.4578
6242,5.655,Soft Drinks,145.0102,High,1895.5326
6243,11.1,Household,119.1124,Small,1303.6364
6244,11.6,Snack Foods,223.0404,Medium,1125.202
6245,16.0,Frozen Foods,87.0856,Medium,527.3136
6246,12.15,Starchy Foods,34.6532,Medium,719.064
6247,6.55,Breads,158.8288,Medium,4399.6064
6248,9.6,Snack Foods,244.417,Small,1944.136
6249,19.1,Household,43.0796,Medium,619.194
6250,14.0,Dairy,143.0786,High,3178.5292
6251,14.85,Fruits and Vegetables,160.9578,Small,2246.4092
6252,4.92,Baking Goods,198.8084,High,2976.1259999999997
6253,13.5,Fruits and Vegetables,182.4976,,1629.8784
6254,15.7,Canned,169.27900000000002,,3735.138
6255,8.97,Household,55.2956,Small,873.5296
6256,15.35,Soft Drinks,91.812,Small,1771.0279999999998
6257,,Canned,41.2454,Medium,1342.2528
6258,,Meat,72.5038,Medium,2512.7292
6259,17.7,Snack Foods,184.0266,,2397.5458
6260,6.36,Household,163.3526,Small,2631.2416
6261,,Frozen Foods,225.3062,Medium,4288.4178
6262,,Dairy,142.9154,Small,141.8154
6263,8.235,Baking Goods,149.3076,Small,2808.3444
6264,12.35,Health and Hygiene,34.8216,Medium,311.5944
6265,18.0,Health and Hygiene,158.9604,Small,1584.604
6266,20.0,Baking Goods,43.1086,,89.2172
6267,6.055,Fruits and Vegetables,159.692,Medium,5592.72
6268,6.63,Baking Goods,166.85,,499.35
6269,,Baking Goods,158.9604,Medium,4436.8912
6270,8.3,Dairy,87.1198,Medium,959.4178
6271,20.25,Dairy,193.8162,High,3463.4916
6272,8.6,Canned,191.453,Medium,1707.777
6273,19.5,Household,55.4614,,552.614
6274,5.095,Snack Foods,141.6838,,3231.1274
6275,11.0,Meat,119.9756,,1938.8096
6276,18.25,Snack Foods,260.5962,Medium,3884.9429999999998
6277,20.0,Baking Goods,43.4086,Medium,401.4774
6278,,Dairy,109.5228,Medium,3757.7752
6279,,Fruits and Vegetables,131.4968,Medium,1565.9616
6280,7.5,Frozen Foods,239.6906,,2614.5966
6281,7.22,Baking Goods,62.951,Medium,1138.518
6282,12.0,Meat,98.6042,Small,1091.2462
6283,12.15,Canned,123.5046,,1743.0644
6284,11.6,Snack Foods,223.1404,,5175.9292
6285,8.315,Baking Goods,144.4444,Small,2902.888
6286,12.15,Meat,183.695,Medium,2929.52
6287,5.905,Canned,222.1456,Medium,5747.1856
6288,8.575,Soft Drinks,105.828,,958.752
6289,17.35,Seafood,147.905,Medium,2247.075
6290,18.6,Household,123.1414,Small,2314.9866
6291,,Household,34.8558,Medium,441.4254
6292,15.1,Meat,133.4942,,1457.4362
6293,,Starchy Foods,167.5158,Medium,4345.0108
6294,7.825,Meat,65.0826,Small,1162.4868
6295,9.17,Baking Goods,143.947,Medium,2576.646
6296,20.7,Fruits and Vegetables,124.2388,,247.6776
6297,12.1,Snack Foods,146.6734,High,2227.101
6298,13.65,Snack Foods,80.4302,Medium,316.9208
6299,8.38,Baking Goods,111.857,Medium,2966.139
6300,19.75,Fruits and Vegetables,119.8466,Medium,2239.0854
6301,8.67,Soft Drinks,142.9128,Small,2013.3792
6302,15.6,Baking Goods,110.2544,,1789.6704
6303,12.35,Dairy,48.7692,Medium,788.3072
6304,17.7,Snack Foods,182.4266,Medium,5163.9448
6305,12.5,Canned,87.9198,Medium,1133.8574
6306,20.2,Fruits and Vegetables,129.1678,High,1017.3424
6307,13.15,Household,158.7604,,3010.7476
6308,,Frozen Foods,230.0668,Small,691.1004
6309,,Snack Foods,174.2054,Medium,4377.635
6310,10.85,Snack Foods,106.3622,High,2117.244
6311,,Health and Hygiene,37.3506,Medium,1024.6662
6312,17.7,Snack Foods,166.4816,Medium,2013.3792
6313,14.35,Baking Goods,79.196,,1278.336
6314,20.0,Frozen Foods,125.8678,,3433.5306
6315,12.3,Baking Goods,37.2874,High,705.748
6316,10.3,Baking Goods,174.4422,Medium,3448.844
6317,15.6,Snack Foods,170.5764,High,4466.1864
6318,9.8,Baking Goods,50.5008,Medium,253.00400000000002
6319,11.1,Snack Foods,220.0482,Medium,2628.5784
6320,,Frozen Foods,76.867,Medium,2526.7110000000002
6321,11.8,Fruits and Vegetables,46.8402,High,413.4618
6322,7.72,Fruits and Vegetables,119.3466,,3064.0116
6323,,Frozen Foods,121.5098,Medium,2410.196
6324,19.6,Frozen Foods,49.9376,Small,623.1888
6325,6.425,Fruits and Vegetables,175.3712,Small,2988.1104
6326,20.85,Fruits and Vegetables,105.5306,Small,940.7754
6327,18.0,Household,170.5422,,344.8844
6328,7.05,Snack Foods,108.6912,,1310.2944
6329,16.25,Dairy,98.341,Small,1351.5739999999998
6330,20.7,Dairy,74.667,,2143.876
6331,5.44,Dairy,241.2538,High,3124.5994
6332,20.5,Household,40.4822,High,589.2330000000001
6333,12.35,Fruits and Vegetables,109.857,Medium,1208.427
6334,,Frozen Foods,248.046,Medium,7883.071999999999
6335,4.61,Hard Drinks,175.4396,Small,2616.594
6336,8.275,Household,106.3306,,1254.3672
6337,,Fruits and Vegetables,175.4738,Medium,2954.1546
6338,8.27,Soft Drinks,186.5924,Medium,4442.2176
6339,7.905,Frozen Foods,109.2254,,976.7286
6340,16.2,Health and Hygiene,182.1608,Medium,3123.9336
6341,,Fruits and Vegetables,258.3988,Small,256.9988
6342,13.6,Household,176.437,,4587.362
6343,9.395,Others,85.6908,,1593.9252
6344,7.35,Fruits and Vegetables,241.0512,,242.3512
6345,15.35,Frozen Foods,38.319,High,292.952
6346,14.5,Canned,42.0454,High,629.181
6347,12.6,Baking Goods,173.2764,Medium,1030.6584
6348,10.8,Baking Goods,39.3138,High,1015.345
6349,18.85,Canned,257.833,Medium,3332.329
6350,12.15,Others,254.004,,2277.036
6351,11.6,Snack Foods,226.9404,Small,1800.3232
6352,15.3,Household,101.6332,High,1845.5976
6353,20.35,Dairy,256.8672,Small,3579.3408
6354,14.5,Dairy,155.1998,,307.5996
6355,6.89,Snack Foods,193.982,Small,1737.7379999999998
6356,14.6,Fruits and Vegetables,106.8254,,108.5254
6357,16.85,Canned,93.712,Medium,745.696
6358,8.93,Dairy,153.434,High,1378.2060000000001
6359,8.31,Snack Foods,176.9028,,3010.7476
6360,19.0,Snack Foods,131.0626,,524.6504
6361,,Meat,103.499,Medium,1547.985
6362,,Frozen Foods,188.4214,Small,376.8428
6363,5.19,Meat,102.599,Small,1651.184
6364,17.0,Frozen Foods,246.5434,,4470.1812
6365,11.65,Meat,110.8544,High,1677.816
6366,20.25,Household,247.346,,1970.7679999999998
6367,10.0,Health and Hygiene,145.8102,,874.8612
6368,,Dairy,49.5376,Small,143.8128
6369,11.1,Fruits and Vegetables,165.9526,,2631.2416
6370,11.8,Meat,152.6366,Medium,1662.5026
6371,9.695,Snack Foods,221.3114,Medium,2217.114
6372,13.65,Fruits and Vegetables,151.505,,2846.295
6373,17.75,Fruits and Vegetables,140.5838,Small,2669.1922
6374,11.3,Household,179.866,Medium,1258.362
6375,,Snack Foods,178.237,Medium,3705.177
6376,19.35,Frozen Foods,122.0098,Small,2651.2156
6377,6.905,Dairy,99.8726,,587.2356
6378,13.5,Starchy Foods,98.4068,Medium,1846.9292
6379,16.85,Snack Foods,111.4544,,2013.3792
6380,20.6,Fruits and Vegetables,188.2556,,3755.112
6381,6.175,Meat,94.1752,Medium,575.2512
6382,18.5,Frozen Foods,146.8418,Medium,2059.9852
6383,13.35,Snack Foods,236.8564,Small,5005.4844
6384,,Household,105.3622,Medium,3387.5904
6385,8.115,Canned,154.9972,Medium,3739.1328
6386,15.85,Canned,37.4506,Medium,303.6048
6387,,Breads,223.9088,Small,223.7088
6388,16.35,Fruits and Vegetables,50.8324,,1298.31
6389,21.35,Fruits and Vegetables,96.0094,Medium,380.8376
6390,12.15,Frozen Foods,245.846,Medium,4434.228
6391,16.6,Hard Drinks,172.0422,Medium,2586.633
6392,11.6,Frozen Foods,170.3106,Medium,4277.765
6393,20.6,Snack Foods,178.2344,,1070.6064
6394,,Canned,251.2408,Small,1001.3632
6395,20.1,Frozen Foods,149.5366,Small,2871.5954
6396,13.65,Dairy,186.024,Medium,4287.752
6397,13.3,Dairy,232.63,,1864.24
6398,,Household,237.7248,Medium,2607.2728
6399,,Soft Drinks,172.3106,Medium,4277.765
6400,16.35,Fruits and Vegetables,50.8324,,155.7972
6401,5.32,Health and Hygiene,100.9674,Medium,1222.4088
6402,15.0,Canned,185.1266,Small,2766.3990000000003
6403,8.27,Snack Foods,148.6708,High,2106.5912
6404,,Fruits and Vegetables,123.5414,Medium,4508.1318
6405,13.1,Dairy,117.7782,,1191.782
6406,12.5,Meat,221.7798,Medium,3085.3172
6407,19.1,Dairy,42.5138,Small,649.8208
6408,11.3,Household,194.0478,,3293.7126
6409,13.65,Snack Foods,184.4924,High,9069.5276
6410,,Health and Hygiene,235.259,Medium,5672.616
6411,,Health and Hygiene,164.1526,Medium,2960.1468
6412,18.85,Dairy,121.044,Medium,1557.9720000000002
6413,5.59,Snack Foods,65.0168,Small,447.4176
6414,18.6,Household,119.8414,High,365.5242
6415,9.31,Frozen Foods,63.75100000000001,,126.50200000000001
6416,6.17,Meat,65.9826,Small,1162.4868
6417,5.175,Snack Foods,107.6622,Small,2858.2794
6418,,Household,93.0462,Small,185.0924
6419,19.2,Frozen Foods,187.5214,Medium,1695.7926
6420,12.85,Fruits and Vegetables,252.3382,High,6056.1168
6421,16.25,Household,116.0176,High,1488.7288
6422,6.13,Household,110.4912,,1310.2944
6423,12.3,Household,189.653,Medium,569.259
6424,,Health and Hygiene,258.8278,Small,1041.3112
6425,10.1,Health and Hygiene,153.3656,,463.3968
6426,11.15,Others,66.2142,Medium,131.8284
6427,19.35,Meat,172.0738,Medium,3301.7022
6428,17.25,Soft Drinks,165.6526,,1808.9786
6429,19.85,Seafood,196.3768,Small,4138.6128
6430,9.5,Meat,194.7452,,1370.2164
6431,9.395,Snack Foods,104.528,Medium,852.2239999999999
6432,4.59,Soft Drinks,113.286,High,1471.418
6433,5.98,Fruits and Vegetables,148.2418,Small,2354.2688
6434,6.46,Fruits and Vegetables,144.4102,Medium,4374.306
6435,7.02,Fruits and Vegetables,146.8734,Small,3563.3616
6436,8.52,Soft Drinks,151.5682,Small,3506.7686
6437,12.6,Fruits and Vegetables,250.3092,,249.0092
6438,5.94,Breads,186.4556,,563.2668
6439,16.25,Canned,91.3804,Small,1653.8472
6440,10.695,Frozen Foods,56.7904,Medium,1113.2176
6441,5.88,Frozen Foods,103.099,,1341.5870000000002
6442,9.3,Breads,65.7826,Medium,968.7389999999999
6443,19.5,Canned,158.292,Small,3994.8
6444,5.82,Fruits and Vegetables,256.433,Medium,3844.995
6445,8.68,Frozen Foods,96.5384,Small,1182.4608
6446,15.7,Health and Hygiene,153.2024,Small,3795.06
6447,,Frozen Foods,78.5618,Medium,2255.7304
6448,12.8,Fruits and Vegetables,97.241,Medium,1448.115
6449,15.1,Baking Goods,158.6604,,2535.3664
6450,7.31,Snack Foods,108.157,Small,1098.57
6451,,Snack Foods,197.2084,Medium,4166.5764
6452,12.35,Fruits and Vegetables,113.9518,Small,910.8144
6453,16.6,Canned,117.3124,High,2014.7108
6454,14.35,Frozen Foods,231.2984,Small,6024.1584
6455,7.075,Frozen Foods,98.1068,Medium,1458.102
6456,18.25,Hard Drinks,174.708,Small,2423.512
6457,13.1,Dairy,165.1158,Medium,1504.0422
6458,7.68,Health and Hygiene,85.2224,Medium,1278.336
6459,19.7,Baking Goods,197.911,,1767.6989999999998
6460,8.52,Soft Drinks,151.9682,,1677.1502
6461,17.75,Fruits and Vegetables,140.2838,,280.9676
6462,,Snack Foods,112.2544,Medium,3914.9040000000005
6463,5.785,Snack Foods,180.366,,1258.362
6464,5.945,Household,127.8652,Small,2195.8084
6465,18.25,Dairy,154.66299999999995,,2659.8709999999996
6466,8.68,Frozen Foods,99.9384,High,689.7688
6467,11.65,Seafood,113.386,Small,2603.278
6468,19.25,Canned,141.1496,Medium,282.2992
6469,16.2,Household,192.3162,,769.6648
6470,13.0,Canned,195.8426,High,4152.5946
6471,17.75,Dairy,256.9672,,1534.0032
6472,12.15,Frozen Foods,245.246,Small,3202.498
6473,6.32,Meat,38.5822,Medium,353.5398
6474,17.25,Fruits and Vegetables,63.4194,Small,1547.985
6475,7.72,Fruits and Vegetables,121.744,Medium,2277.036
6476,18.85,Dairy,120.644,,3475.4759999999997
6477,19.7,Snack Foods,175.137,,2822.992
6478,14.5,Canned,40.5454,Small,1216.4166
6479,17.7,Fruits and Vegetables,116.6834,Small,3570.6854
6480,15.7,Canned,113.7202,Small,3263.0858
6481,9.695,Snack Foods,159.792,Medium,2716.4640000000004
6482,11.8,Dairy,224.1772,Small,3558.0352
6483,,Baking Goods,183.6924,Small,555.2772
6484,,Household,260.991,Medium,7100.757
6485,15.2,Health and Hygiene,116.8492,Small,2664.5316
6486,8.77,Fruits and Vegetables,170.8422,Small,1724.422
6487,19.7,Canned,88.5198,Small,1308.297
6488,10.5,Household,235.5248,Medium,4740.496
6489,15.1,Fruits and Vegetables,146.2786,,433.4358
6490,5.405,Canned,200.5742,High,2388.8904
6491,20.35,Meat,81.0276,High,1868.2348
6492,,Dairy,149.605,Small,449.415
6493,5.785,Fruits and Vegetables,262.0252,Small,4459.5284
6494,11.8,Soft Drinks,185.3924,Medium,370.1848
6495,,Frozen Foods,47.1402,Medium,1516.0266
6496,12.5,Starchy Foods,127.102,,253.00400000000002
6497,6.11,Soft Drinks,45.6086,,1025.9978
6498,7.105,Household,58.2562,High,592.562
6499,8.5,Canned,50.3324,,675.1212
6500,16.7,Baking Goods,100.0384,,1970.7679999999998
6501,17.1,Canned,138.6838,,2950.1598
6502,8.325,Fruits and Vegetables,39.5138,,568.5932
6503,15.85,Snack Foods,55.1956,High,1255.6988
6504,,Others,153.934,Small,153.134
6505,,Snack Foods,190.3504,Medium,1917.504
6506,12.15,Frozen Foods,252.7698,,5834.4054
6507,15.85,Canned,37.2506,,493.3578
6508,17.1,Breads,83.5566,Small,1860.2452
6509,15.5,Snack Foods,144.847,Small,2433.499
6510,14.15,Soft Drinks,172.3106,Small,3251.1014
6511,,Canned,149.1734,Medium,4454.202
6512,6.865,Soft Drinks,127.6652,Small,2841.6344
6513,16.5,Breakfast,183.1292,Small,6385.022
6514,14.5,Health and Hygiene,159.4604,Small,2376.906
6515,19.35,Snack Foods,110.2544,Medium,1677.816
6516,8.51,Household,192.1478,Medium,1937.4779999999998
6517,6.65,Canned,147.0734,,296.9468
6518,7.39,Household,252.6066,Small,2259.0594
6519,10.895,Fruits and Vegetables,130.3284,Medium,2504.7396
6520,8.63,Canned,170.5422,Small,2069.3064
6521,7.75,Baking Goods,92.5436,Small,1701.7848
6522,12.15,Meat,62.8826,Medium,710.4086
6523,18.25,Frozen Foods,194.3452,Medium,4502.1396
6524,19.85,Dairy,88.5856,Medium,703.0848
6525,9.3,Baking Goods,195.8136,Medium,2138.5496
6526,,Fruits and Vegetables,237.3564,Medium,2145.2076
6527,5.98,Hard Drinks,55.6614,,331.5684
6528,,Baking Goods,82.1592,Small,412.796
6529,7.02,Dairy,82.925,Small,1165.15
6530,7.72,Fruits and Vegetables,76.7986,Medium,1324.2762
6531,5.925,Dairy,45.6086,High,356.8688
6532,9.695,Baking Goods,224.8404,High,3600.6464
6533,12.6,Health and Hygiene,122.3414,Small,243.6828
6534,15.6,Snack Foods,112.1518,Medium,1821.6288
6535,16.7,Fruits and Vegetables,180.9976,Medium,4165.2448
6536,18.0,Fruits and Vegetables,88.2514,,88.5514
6537,,Frozen Foods,190.4846,Medium,8789.8916
6538,20.85,Fruits and Vegetables,104.6306,Medium,1149.8366
6539,,Household,151.0392,Medium,3281.0624
6540,18.7,Frozen Foods,230.201,Small,5742.525
6541,,Canned,228.0352,Medium,10306.584
6542,18.85,Baking Goods,133.3284,,263.6568
6543,11.65,Fruits and Vegetables,186.924,Small,2237.0879999999997
6544,16.5,Health and Hygiene,93.112,High,932.12
6545,15.6,Breakfast,128.1994,Medium,2184.4898
6546,12.3,Fruits and Vegetables,173.2396,,3139.9128
6547,,Dairy,231.83,Small,466.06
6548,10.65,Fruits and Vegetables,56.6272,,447.4176
6549,16.2,Canned,102.499,,2063.98
6550,10.5,Dairy,48.2376,Medium,527.3136
6551,,Canned,92.812,Medium,2609.936
6552,7.55,Fruits and Vegetables,123.4072,,2082.6224
6553,,Canned,104.728,Medium,2450.144
6554,13.35,Snack Foods,179.46599999999995,Medium,3775.086
6555,16.0,Fruits and Vegetables,44.5086,,713.7376
6556,,Snack Foods,103.0016,Small,202.4032
6557,16.85,Snack Foods,90.7488,High,2263.72
6558,8.185,Fruits and Vegetables,49.9692,,837.5764
6559,19.7,Hard Drinks,125.9362,Medium,1635.8706
6560,10.8,Health and Hygiene,189.7214,Small,5841.0634
6561,12.6,Baking Goods,172.5764,,1030.6584
6562,16.7,Dairy,216.885,Medium,6275.165
6563,13.1,Frozen Foods,185.0898,Medium,1870.898
6564,14.85,Fruits and Vegetables,162.2578,,3690.5294
6565,,Fruits and Vegetables,150.3734,Small,296.9468
6566,13.0,Canned,58.022,High,898.83
6567,12.1,Soft Drinks,146.9444,Small,1596.5884
6568,11.3,Baking Goods,245.4118,High,6669.3186
6569,10.0,Fruits and Vegetables,245.4144,High,7105.4176
6570,20.6,Baking Goods,121.0756,,1696.4584
6571,11.5,Dairy,86.054,Small,1384.864
6572,11.8,Health and Hygiene,114.8492,,1390.1904
6573,8.895,Breakfast,177.037,,176.437
6574,9.3,Snack Foods,104.0964,,1788.3388
6575,,Frozen Foods,177.037,Medium,4587.362
6576,19.1,Household,171.8422,,1034.6532
6577,17.85,Health and Hygiene,94.9094,,761.6752
6578,6.445,Baking Goods,94.1436,,1418.154
6579,12.65,Meat,53.5324,,415.4592
6580,13.15,Household,157.8604,Small,3803.0496
6581,,Breads,121.7414,Small,365.5242
6582,15.0,Soft Drinks,61.9168,Small,767.0016
6583,11.65,Baking Goods,151.9024,High,1669.8264
6584,20.1,Frozen Foods,152.2366,,151.1366
6585,17.35,Baking Goods,102.9016,Small,1922.8304
6586,18.1,Fruits and Vegetables,95.0094,,1713.7692
6587,8.5,Canned,51.3324,,311.5944
6588,14.1,Baking Goods,56.1956,,1364.89
6589,11.8,Snack Foods,126.2704,,2002.7264
6590,6.035,Snack Foods,155.0998,High,3691.1952
6591,,Snack Foods,113.2834,Small,575.9169999999999
6592,12.5,Household,168.4448,,170.4448
6593,20.85,Meat,116.8808,Small,820.2656
6594,14.0,Frozen Foods,162.6526,Medium,4275.7676
6595,17.25,Dairy,92.412,Small,1304.968
6596,11.5,Health and Hygiene,129.2626,,1705.1138
6597,6.675,Snack Foods,93.2462,Medium,1480.7392
6598,5.8,Dairy,90.3172,Small,1338.2579999999998
6599,8.895,Frozen Foods,208.4954,,6251.861999999999
6600,7.67,Household,32.9216,Medium,588.5672
6601,10.895,Frozen Foods,106.128,,319.584
6602,8.21,Hard Drinks,148.2392,,1491.392
6603,8.575,Soft Drinks,107.128,High,958.752
6604,7.75,Baking Goods,93.1436,Medium,1418.154
6605,,Hard Drinks,41.877,Medium,1125.202
6606,,Soft Drinks,190.6846,Medium,9554.23
6607,12.35,Meat,197.2426,,2966.139
6608,17.7,Fruits and Vegetables,117.1834,High,691.1004
6609,8.52,Soft Drinks,151.0682,Medium,1829.6184
6610,18.2,Health and Hygiene,43.3086,Small,758.3462
6611,,Soft Drinks,73.0696,Small,223.7088
6612,16.0,Dairy,225.9404,Small,1350.2424
6613,8.63,Snack Foods,115.0518,Medium,1366.2216
6614,10.8,Baking Goods,40.7138,,406.13800000000003
6615,18.75,Snack Foods,192.5504,Medium,2109.2544
6616,5.78,Breads,161.9552,High,2111.9176
6617,13.8,Canned,90.7172,,1338.2579999999998
6618,17.75,Baking Goods,184.724,High,1677.816
6619,11.5,Frozen Foods,194.682,Medium,2316.984
6620,11.8,Health and Hygiene,117.6492,,1158.492
6621,15.1,Household,140.5496,,2681.8424
6622,,Fruits and Vegetables,116.6834,Small,460.7336
6623,8.85,Soft Drinks,122.0388,High,1609.9044
6624,12.6,Household,174.5054,,2626.5809999999997
6625,13.8,Fruits and Vegetables,75.8012,Small,1138.518
6626,6.115,Soft Drinks,188.653,Medium,3605.3070000000002
6627,17.25,Dairy,170.3764,,343.5528
6628,,Snack Foods,142.047,Medium,2719.7929999999997
6629,6.26,Meat,150.7366,,2418.1856
6630,13.5,Baking Goods,86.25399999999998,,173.108
6631,19.6,Household,90.1514,,442.75699999999995
6632,,Canned,263.7884,Medium,1324.942
6633,11.5,Snack Foods,126.3704,Small,3880.2824
6634,14.65,Hard Drinks,54.9614,Medium,552.614
6635,8.89,Frozen Foods,102.8016,Medium,1012.0160000000001
6636,8.02,Household,154.2972,,1090.5804
6637,18.7,Meat,183.3292,,2006.7212
6638,7.405,Canned,89.7146,Medium,547.2876
6639,5.98,Fruits and Vegetables,148.4418,High,2354.2688
6640,,Meat,209.7586,Medium,5487.5236
6641,,Snack Foods,149.5366,Small,604.5464
6642,15.2,Health and Hygiene,48.7034,,680.4476
6643,12.1,Soft Drinks,146.3444,,3773.7544
6644,,Snack Foods,52.1008,Small,50.6008
6645,9.285,Snack Foods,161.5578,Small,4653.2762
6646,,Frozen Foods,192.282,Small,386.164
6647,8.155,Meat,188.453,,379.506
6648,9.3,Fruits and Vegetables,89.4172,Medium,1159.8236
6649,13.85,Hard Drinks,117.4492,Small,3243.7776
6650,16.7,Starchy Foods,65.7168,,1086.5856
6651,11.15,Baking Goods,105.8648,Medium,1973.4312
6652,16.7,Dairy,117.2782,Small,715.0692
6653,17.0,Household,124.5362,Medium,1132.5258
6654,7.365,Fruits and Vegetables,228.372,High,4527.44
6655,16.5,Canned,207.2638,Small,5383.6588
6656,13.8,Dairy,245.7802,,245.6802
6657,,Dairy,171.3422,Small,862.211
6658,18.7,Soft Drinks,52.9324,,51.9324
6659,7.905,Snack Foods,250.4408,Small,3004.0896
6660,13.65,Canned,211.4902,Medium,4035.4138
6661,17.6,Snack Foods,163.8868,Medium,3111.9492
6662,15.5,Soft Drinks,44.177,Medium,173.108
6663,17.25,Breakfast,41.74800000000001,Medium,199.74
6664,6.89,Snack Foods,194.882,,4440.8859999999995
6665,7.81,Snack Foods,165.1158,Medium,1838.2738
6666,20.2,Household,188.6898,Medium,3367.6164
6667,,Soft Drinks,56.6614,Medium,607.8754
6668,10.3,Fruits and Vegetables,113.1176,Small,4695.2216
6669,4.635,Breads,126.4994,Small,1670.4922
6670,6.465,Canned,265.2884,,264.9884
6671,,Dairy,176.9028,Small,708.4112
6672,6.61,Snack Foods,186.4898,,2993.4368
6673,,Snack Foods,167.4816,Medium,1006.6896
6674,9.1,Baking Goods,126.8362,,125.8362
6675,5.15,Meat,122.5388,High,371.5164
6676,,Snack Foods,63.9168,Medium,1597.92
6677,18.0,Snack Foods,147.7418,Small,4119.9704
6678,10.1,Household,115.9492,,231.6984
6679,,Fruits and Vegetables,185.6266,Medium,4979.5182
6680,,Meat,153.8314,Medium,3723.1536
6681,8.21,Hard Drinks,149.9392,Medium,1938.8096
6682,7.81,Soft Drinks,242.6486,Medium,2199.1374
6683,12.15,Frozen Foods,252.1698,Small,2283.0282
6684,19.35,Fruits and Vegetables,80.3644,,157.1288
6685,15.6,Snack Foods,173.6764,,515.3292
6686,7.365,Snack Foods,93.512,Medium,1677.816
6687,9.5,Starchy Foods,187.7898,Small,2057.9878
6688,,Hard Drinks,179.4344,Medium,5888.3352
6689,5.73,Soft Drinks,85.3882,Medium,1288.323
6690,15.1,Baking Goods,89.78299999999999,Medium,2247.075
6691,6.765,Frozen Foods,105.5306,High,1567.9589999999998
6692,14.85,Fruits and Vegetables,160.9578,Medium,4813.734
6693,6.11,Fruits and Vegetables,131.2968,Medium,1957.4520000000002
6694,20.1,Dairy,110.4228,,1105.228
6695,5.73,Soft Drinks,85.2882,,2061.3168
6696,,Dairy,249.5092,Medium,6474.2392
6697,6.785,Snack Foods,208.7928,Small,5890.9984
6698,8.645,Canned,51.9982,,999.3658
6699,,Canned,188.8214,Small,753.6856
6700,15.6,Baking Goods,112.3544,High,2572.6512
6701,7.76,Snack Foods,98.77,,1298.31
6702,9.195,Frozen Foods,51.1666,High,1179.1318
6703,9.8,Baking Goods,102.8016,Medium,1922.8304
6704,18.25,Frozen Foods,197.2452,,195.7452
6705,21.25,Snack Foods,177.33700000000005,Medium,2822.992
6706,7.235,Household,117.3492,,1506.0396
6707,20.25,Dairy,197.0794,Small,4681.9056
6708,,Canned,93.8094,Medium,3237.1196
6709,,Health and Hygiene,154.3656,Medium,2471.4496
6710,18.0,Baking Goods,80.2618,Medium,644.4944
